SKU,Manufacturer_ID,Brand_Name,Product_Name,Long_Description,Short_description,Category,Subcategory,Product_Group,Thumb_URL,Image_URL,Buy_Link,Keywords,Reviews,Retail_Price,Brand_Page_Link,Brand_Logo_Image,Item_Based_Commission
WBSFCWY10,,,"WOMENS'S 3XDRY TRIBUTARY SHIRT ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WOMENS'S 3XDRY&reg; TRIBUTARY SHIRT </div>\r\n   <p class=""description"">After\r\nyears of requests from female anglers, we are finally bringing a\r\ntechnical women's fishing shirt to the market - with a sense of style.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 for all day sun protection</span></li><li><span class=""nn4"">Fabric features a special silver-based nanotechnology - the best anti-odor treatment that lasts the lifetime of the garment</span></li><li><span class=""nn4"">3XDry&reg; fabric treatment repels moisture on the exterior of the garment and wicks perspiration away from the body</span></li><li><span class=""nn4"">Contoured shaping for a comfortable, relaxed fit</span></li><li><span class=""nn4"">Mesh venting in back</span></li><li><span class=""nn4"">2 vertical zippered chest pockets</span></li><li><span class=""nn4"">Accessory loop inside pocket</span></li><li><span class=""nn4"">Articulated sleeve with roll-up, button tab</span></li><li><span class=""nn4"">Under collar buttons &amp; straight hem</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdr_womens_tributary_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdr_womens_tributary_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWY10,,,69.95,,,
WBSFCWS10,,,"3XDRY BIG SKY SHIRT ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; BIG SKY SHIRT </div>\r\n   <p class=""description"">A technical fishing shirt inspired by the classic western style that's a staple in our hometown of Bozeman.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 offers all day sun protection</span></li><li><span class=""nn4"">Fabric features a special silver-based nanotechnology - the best anti-odor treatment that lasts the lifetime of the garment</span></li><li><span class=""nn4"">3XDry&reg; fabric treatment repels moisture on the exterior of the garment and wicks perspiration away from the body</span></li><li><span class=""nn4"">Textured fabric enhances comfort and performance</span></li><li><span class=""nn4"">Venting in front and back yoke</span></li><li><span class=""nn4"">Pleated chest pockets with hook &amp; loop closure, 1 pocket features an internal license pocket</span></li><li><span class=""nn4"">2 accessory loops - 1 exterior and 1 inside pocket</span></li><li><span class=""nn4"">Wide cuff with 3-snap styling</span></li><li><span class=""nn4"">Shirt tail hem</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				Sportswear_3XDryBigSky_Khaki.jpg,http://www.westbranchangler.com/site/images/items/325x325/				Sportswear_3XDryBigSky_Khaki.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWS10,,,69.95,,,
WBSFCWR10,,,"WOMEN'S 3XDRY COTTONWOOD SHIRT",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WOMEN'S 3XDRY&reg; COTTONWOOD SHIRT </div>\r\n   <p class=""description"">Another terrific fishing shirt from Simms for women that combines high performance, lightweight fabric with a great fit.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 for all day sun protection</span></li><li><span class=""nn4"">Fabric features a special silver-based nanotechnology - the best anti-odor treatment that lasts the lifetime of the garment</span></li><li><span class=""nn4"">3XDry&reg; fabric treatment repels moisture on the exterior of the garment and wicks perspiration away from the body</span></li><li><span class=""nn4"">Contoured shaping for a comfortable, relaxed fit</span></li><li><span class=""nn4"">Mesh venting in back and sides</span></li><li><span class=""nn4"">2 vertical zippered chest pockets</span></li><li><span class=""nn4"">Accessory loop inside pocket</span></li><li><span class=""nn4"">Articulated sleeve with roll-up, button tab</span></li><li><span class=""nn4"">Under collar buttons &amp; straight hem</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_womens_cotton_woord_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_womens_cotton_woord_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCWR10,,,59.95,,,
WBSFCWP10,,,"WOMEN'S SUPERLIGHT ZP OFF PANT  ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; SUPERLIGHT ZIP-OFF PANT </div>\r\n   \r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 sun protection</span></li><li><span class=""nn4"">100% Nylon fabric with soft peach finish for added comfort</span></li><li><span class=""nn4"">Deep mesh front pockets with key cord</span></li><li><span class=""nn4"">1 zippered back pocket and 1 zippered cargo pocket</span></li><li><span class=""nn4"">Partial elastic waist with zip fly &amp; button closure</span></li><li><span class=""nn4"">Convenient zip-off legs</span></li><li><span class=""nn4"">Belt loops and tool loop</span></li><li><span class=""nn4"">Snaps at hem for adjustable fit around ankle</span></li><li><span class=""nn4"">Short inseam (upon zip-off) - 9""</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/				photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCWP10,,,59.95,,,
WBSFCVG10,,,"3XDRY RIVERTEK SHIRT     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; RIVERTEK SHIRT </div>\r\n   <p class=""description"">A highly functional fishing shirt made with a 60/40 cotton/poly blend that's lightweight and easy to care for.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 provides very good sun protection</span></li><li><span class=""nn4"">60% cotton/40% polyester blend fabric - light and easy care</span></li><li><span class=""nn4"">3XDry&reg; finish sheds water on exterior and wicks moisture from interior</span></li><li><span class=""nn4"">Mesh venting at back yoke and sides</span></li><li><span class=""nn4"">2 chest pockets with hook and loop closure</span></li><li><span class=""nn4"">Features articulated, button roll-up sleeve and full-coverage cuff</span></li><li><span style=""font-style: italic;"" class=""nn4"">Imported</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				rivertek_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/				rivertek_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCVG10,,,59.95,,,
WBSFCTT10,,,"3XDRY TATTERSALL SHIRT  ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; TATTERSALL SHIRT </div>\r\n   <p class=""description"">This casual short sleeve shirt performs whether you are catching fish or telling fish stories.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 provides very good sun protection</span></li><li><span class=""nn4"">3XDry&reg; finish sheds water on exterior and wicks moisture from interior</span></li><li><span class=""nn4"">1 concealed zippered chest pocket with interior accessory loop</span></li><li><span class=""nn4"">Straight hem</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				tattersall_shirt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				tattersall_shirt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCTT10,,,39.95,,,
WBSFCTS20,,,"FLY TROUT SS      ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> STIDHAM T-SHIRT COLLECTION </div>\r\n   <p class=""description"">Stidham Tee Collection</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Preshrunk, 100% cotton fabric</span></li><li><span class=""nn4"">Mike Stidham illustrations</span></li><li><span class=""nn4"">Sizes S - XXL</span></li></ul>",Clothing,,,"http://www.westbranchangler.com/site/images/items/120x120/				","http://www.westbranchangler.com/site/images/items/325x325/				",http://www.westbranchangler.com/cgi-bin/site/WBSFCTS20,,,21.95,,,
WBSFCTR10,,,"3XDRY BLUEWATER SHIRT     ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; BLUEWATER SHIRT </div>\r\n   <p class=""description"">Meet our new hot-weather hero.  The Bluewater Shirt is crafted from highly breathable and lightweight nylon.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 offers all day sun protection</span></li><li><span class=""nn4"">Fabric features a special silver-based nanotechnology - the best anti-odor treatment that lasts the lifetime of the garment</span></li><li><span class=""nn4"">3XDry&reg; fabric treatment repels moisture on the exterior of the garment and wicks perspiration away from the body</span></li><li><span class=""nn4"">Fully ventilated - mesh in back and underarm air holes</span></li><li><span class=""nn4"">Zippered vertical chest pockets with mesh venting</span></li><li><span class=""nn4"">3 accessory loops - 2 exterior and 1 inside pocket</span></li><li><span class=""nn4"">Articulated sleeve with roll-up, botton tab</span></li><li><span class=""nn4"">Full-coverage cuff</span></li><li><span class=""nn4"">Under collar buttons</span></li><li><span class=""nn4"">Straight hem with slight drop tail</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xbluewater_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xbluewater_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCTR10,,,69.95,,,
WBSFCTE10,,,SIMMS STEELHEAD SS T-Shirt,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> STIDHAM T-SHIRT COLLECTION </div>\r\n   <p class=""description"">Stidham Tee Collection</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Preshrunk, 100% cotton fabric</span></li><li><span class=""nn4"">Mike Stidham illustrations</span></li><li><span class=""nn4"">Sizes S - XXL</span></li></ul>",Clothing,,,"http://www.westbranchangler.com/site/images/items/120x120/				","http://www.westbranchangler.com/site/images/items/325x325/				",http://www.westbranchangler.com/cgi-bin/site/WBSFCTE10,,,21.95,,,
WBSFCTB10,,,"SIMMS SWIMMING BROWN SS T-SHIRT    ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> STIDHAM T-SHIRT COLLECTION </div>\r\n   <p class=""description"">Stidham Tee Collection</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Preshrunk, 100% cotton fabric</span></li><li><span class=""nn4"">Mike Stidham illustrations</span></li><li><span class=""nn4"">Sizes S - XXL</span></li></ul>",Clothing,,,"http://www.westbranchangler.com/site/images/items/120x120/				","http://www.westbranchangler.com/site/images/items/325x325/				",http://www.westbranchangler.com/cgi-bin/site/WBSFCTB10,,,21.95,,,
WBSFCSZ10,,,3XDRY SUPERLIGHT ZIP-OFF PANT,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; SUPERLIGHT ZIP-OFF PANT </div>\r\n   \r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 sun protection</span></li><li><span class=""nn4"">100% Nylon fabric with soft peach finish for added comfort</span></li><li><span class=""nn4"">Deep mesh front pockets with key cord</span></li><li><span class=""nn4"">1 zippered back pocket and 1 zippered cargo pocket</span></li><li><span class=""nn4"">Partial elastic waist with zip fly &amp; button closure</span></li><li><span class=""nn4"">Convenient zip-off legs</span></li><li><span class=""nn4"">Belt loops and tool loop</span></li><li><span class=""nn4"">Snaps at hem for adjustable fit around ankle</span></li><li><span class=""nn4"">Short inseam (upon zip-off) - 9""</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_superlight_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_superlight_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSZ10,,,69.95,,,
WBSFCSW10,,,3XDRY TARPON POLO,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; TARPON POLO </div>\r\n   <p class=""description"">A technical, warm-weather fishing shirt disguised as a great-looking polo.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 for all day sun protection</span></li><li><span class=""nn4"">Fabric features a special silver-based nanotechnology - the best anti-odor treatment that lasts the lifetime of the garment </span></li><li><span class=""nn4"">3XDry&reg; fabric treatment repels moisture on the exterior of the garment and wicks perspiration away from the body </span></li><li><span class=""nn4"">Cotton/polyester blend fabric is comfortable in warm weather</span></li><li><span class=""nn4"">Raglan sleeve design for unrestricted movement</span></li><li><span class=""nn4"">Integrated stretch mesh venting along side seams</span></li><li><span class=""nn4"">No-scratch interior label</span></li><li><span class=""nn4"">Straight hem with side vents</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_tarpon_crew_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_tarpon_crew_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSW10,,,49.95,,,
WBSFCSP10,,,3XDRY SUPERLIGHT PANT DK,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; SUPERLIGHT PANT </div>\r\n   <p class=""description"">Our highest performance fishing pants are lightweight, comfortable and offer the many benefits of 3XDry&reg; fabric technology.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 sun protection</span></li><li><span class=""nn4"">100% Nylon fabric</span></li><li><span class=""nn4"">3XDry&reg; fabic finish for stay dry, quick dry, stain resistant performance</span></li><li><span class=""nn4"">Deep front pockets with key cord</span></li><li><span class=""nn4"">1 zippered back pocket</span></li><li><span class=""nn4"">1 zippered cargo pocket</span></li><li><span class=""nn4"">Elastic waist with zip fly &amp; button closure</span></li><li><span class=""nn4"">Belt loops and tool loop</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_superlight_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_superlight_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSP10,,,59.95,,,
WBSFCSN10,,,WADERFLEX JEAN,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WADERFLEX JEAN </div>\r\n   \r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 sun protection</span></li><li><span class=""nn4"">Nylon Cordura&reg;/Lycra&reg; fabric offers ease of movement and comfortable wear</span></li><li><span class=""nn4"">Ehances the performance of breathable waders</span></li><li><span class=""nn4"">Deep front pockets with key cord</span></li><li><span class=""nn4"">2 Jean-style back pockets</span></li><li><span class=""nn4"">Partial elastic waist with zip fly &amp; button closure</span></li><li><span class=""nn4"">Webbing-secured front button</span></li><li><span class=""nn4"">Belt loops and tool loop</span></li><li><span class=""nn4"">DWR (durable water repellent) finish sheds moisture</span></li><li><span class=""nn4"">Available in stores March 2008</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				Waderflex_jean_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				Waderflex_jean_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSN10,,,99.95,,,
WBSFCSL10,,,SUPERLIGHT SHIRT,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> SUPERLIGHT SHIRT </div>\r\n   <p class=""description"">The lightest, most technical fishing shirt on the market that provides anglers with excellent sun protection and ventilation.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 50 offers all day sun protection</span></li><li><span class=""nn4"">Solarban&reg; fabrications for maximum sun protection UPF 50+</span></li><li><span class=""nn4"">Quick-drying, 100% high-tenacity synthetic fabric is extremely durable</span></li><li><span class=""nn4"">Stretch panels under arms for ease of casting &amp; lightweight mesh ventilation at center-back</span></li><li><span class=""nn4"">Visa treatment provides wicking and stain release</span></li><li><span class=""nn4"">2 thermolaminated pockets with stretch panels and zipper closure</span></li><li><span class=""nn4"">Articulated sleeve for unrestricted casting</span></li><li><span class=""nn4"">Full-coverage cuff for additional sun protection</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				superlight_shirt_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/				superlight_shirt_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSL10,,,99.95,,,
WBSFCSH10,,,"3XDRY SUPERLIGHT SHORT ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; SUPERLIGHT SHORT </div>\r\n   <p class=""description"">The same lightweight fabric and features of our Superlight Pant.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 sun protection</span></li><li><span class=""nn4"">100% nylon</span></li><li><span class=""nn4"">3XDry&reg; fabic finish for stay dry, quick dry, stain resistant performance</span></li><li><span class=""nn4"">Deep front pockets with key cord</span></li><li><span class=""nn4"">1 zippered back pocket</span></li><li><span class=""nn4"">1 zippered cargo pocket</span></li><li><span class=""nn4"">Elastic waist with zip fly &amp; button closure</span></li><li><span class=""nn4"">Belt loops and tool loop</span></li><li><span class=""nn4"">Short inseam - 10.5""</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_superlight_short.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_superlight_short.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSH10,,,49.95,,,
WBSFCSF10,,,DOBBY POLARTEC PULLOVER,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> DOBBY POLARTEC&reg; PULLOVER </div>\r\n   <p class=""description"">This technical fleece pullover offers a great look and excellent insulating performance.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Nailhead fleece offers superior durability and minimal water absorption</span></li><li><span class=""nn4"">2/3 Zip front</span></li><li><span class=""nn4"">1 Zippered vertical chest pocket</span></li><li><span class=""nn4"">Folded-edge, stitched hem</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				dobby_polartech_pullover_large_light_green.jpg,http://www.westbranchangler.com/site/images/items/325x325/				dobby_polartech_pullover_large_light_green.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSF10,,,119.95,,,
WBSFCSE10,,,STRIPED BASS T-SHIRT LS,,"<span style=""font-family: Arial,Helvetica; font-size: 10pt;"">Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.<br><br>*\r\nThe freshwater t-shirt collection features the work of Jeff Currier -\r\nmanager of all fishing operations at the Jack Dennis Fly Shop in\r\nJackson, Wyoming\r\n<br>    * Jeff is the author/illustrator of several fishing books and has contributed numerous paintings for books &amp; magazines\r\n<br>    * Original Jeff Currier freshwater illustrations: fish on back, fly on front pocket\r\n<br>    * No-scratch interior neck label\r\n<br>    * 95% Cotton/5% Lycra&reg; blend short sleeve t-shirt\r\n<br>    * Straight hem\r\n<br>    * Imported</span>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_tee_striper.jpeg,http://www.westbranchangler.com/site/images/items/325x325/				simms_tee_striper.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSE10,,,29.95,,,
WBSFCSD10,,,SNOOK T-SHIRT LS,,"<span style=""font-family: Arial,Helvetica; font-size: 10pt;"">Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.<br><br>*\r\nThe freshwater t-shirt collection features the work of Jeff Currier -\r\nmanager of all fishing operations at the Jack Dennis Fly Shop in\r\nJackson, Wyoming\r\n<br>    * Jeff is the author/illustrator of several fishing books and has contributed numerous paintings for books &amp; magazines\r\n<br>    * Original Jeff Currier freshwater illustrations: fish on back, fly on front pocket\r\n<br>    * No-scratch interior neck label\r\n<br>    * 95% Cotton/5% Lycra&reg; blend short sleeve t-shirt\r\n<br>    * Straight hem\r\n<br>    * Imported</span>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_tee_snook.jpeg,http://www.westbranchangler.com/site/images/items/325x325/				simms_tee_snook.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSD10,,,29.95,,,
WBSFCSC10,,,"ROOSTERFISH T-SHIRT LS   ",,"<span style=""font-family: Arial,Helvetica; font-size: 10pt;"">Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.<br><br>*\r\nThe freshwater t-shirt collection features the work of Jeff Currier -\r\nmanager of all fishing operations at the Jack Dennis Fly Shop in\r\nJackson, Wyoming\r\n<br>    * Jeff is the author/illustrator of several fishing books and has contributed numerous paintings for books &amp; magazines\r\n<br>    * Original Jeff Currier freshwater illustrations: fish on back, fly on front pocket\r\n<br>    * No-scratch interior neck label\r\n<br>    * 95% Cotton/5% Lycra&reg; blend short sleeve t-shirt\r\n<br>    * Straight hem\r\n<br>    * Imported</span>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_tee_rooster.jpeg,http://www.westbranchangler.com/site/images/items/325x325/				simms_tee_rooster.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSC10,,,29.95,,,
WBSFCSB10,,,"REDFISH T-SHIRT LS ",,"<span style=""font-family: Arial,Helvetica; font-size: 10pt;"">Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.<br><br>*\r\nThe freshwater t-shirt collection features the work of Jeff Currier -\r\nmanager of all fishing operations at the Jack Dennis Fly Shop in\r\nJackson, Wyoming\r\n<br>    * Jeff is the author/illustrator of several fishing books and has contributed numerous paintings for books &amp; magazines\r\n<br>    * Original Jeff Currier freshwater illustrations: fish on back, fly on front pocket\r\n<br>    * No-scratch interior neck label\r\n<br>    * 95% Cotton/5% Lycra&reg; blend short sleeve t-shirt\r\n<br>    * Straight hem\r\n<br>    * Imported</span>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_tee_redfish.jpeg,http://www.westbranchangler.com/site/images/items/325x325/				simms_tee_redfish.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSB10,,,29.95,,,
WBSFCSA10,,,"PERMIT T-SHIRT LS   ",,"<span style=""font-family: Arial,Helvetica; font-size: 10pt;"">Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.<br><br>*\r\nThe freshwater t-shirt collection features the work of Jeff Currier -\r\nmanager of all fishing operations at the Jack Dennis Fly Shop in\r\nJackson, Wyoming\r\n<br>    * Jeff is the author/illustrator of several fishing books and has contributed numerous paintings for books &amp; magazines\r\n<br>    * Original Jeff Currier freshwater illustrations: fish on back, fly on front pocket\r\n<br>    * No-scratch interior neck label\r\n<br>    * 95% Cotton/5% Lycra&reg; blend short sleeve t-shirt\r\n<br>    * Straight hem\r\n<br>    * Imported</span>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				simms_tee_permit.jpeg,http://www.westbranchangler.com/site/images/items/325x325/				simms_tee_permit.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSA10,,,29.95,,,
WBSFCPS10,,,3XDRY TROUT POLO,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; TROUT POLO </div>\r\n   <p class=""description"">Our 100% cotton pique short sleeve polo is perfect for casual wear.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 provides very good sun protection</span></li><li><span class=""nn4"">100% cotton pique</span></li><li><span class=""nn4"">3XDry&reg; finish sheds water on exterior and wicks moisture from interior</span></li><li><span class=""nn4"">Short sleeve for casual wear</span></li><li><span class=""nn4"">Rib knit collar &amp; cuff</span></li><li><span class=""nn4"">Straight hem design - longer in back with side vents</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_trout_polo.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_trout_polo.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPS10,,,39.95,,,
WBSFCPF10,,,3XDRY SOLARFLEX SHIRT,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> 3XDRY&reg; SOLARFLEX SHIRT </div>\r\n   <p class=""description"">100% protection and technical performance in a shirt so comfortable and light, you'll hardly know you're wearing anything.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 30 for all day sun protection</span></li><li><span class=""nn4"">Exceptionally light, soft, stretch-knit fabric for comfort and mobility</span></li><li><span class=""nn4"">Extended coverage collar for increased sun protection</span></li><li><span class=""nn4"">Raglan sleeve design for unrestricted movement</span></li><li><span class=""nn4"">Integrated stretch mesh venting along side seams</span></li><li><span class=""nn4"">No-scratch interior label</span></li><li><span class=""nn4"">Straight hem</span></li><li><span class=""nn4"">Available in stores March 2008</span></li><li><span style=""font-style: italic;"" class=""nn4"">Imported</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				3xdry_solarflex_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/				3xdry_solarflex_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPF10,,,44.95,,,
