SKU,Manufacturer_ID,Brand_Name,Product_Name,Short_Description,Category,Subcategory,Thumb_URL,Image_URL,Buy_Link,Retail_Price
WBSFCSE10,,Simms,STRIPED BASS T-SHIRT LS,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_striper.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_striper.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSE10,29.95
WBSFCSD10,,Simms,SNOOK T-SHIRT LS,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_snook.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_snook.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSD10,29.95
WBSFCSC10,,Simms,ROOSTERFISH T-SHIRT LS   ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_rooster.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_rooster.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSC10,29.95
WBSFCSB10,,Simms,REDFISH T-SHIRT LS ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_redfish.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_redfish.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSB10,29.95
WBSFCSA10,,Simms,PERMIT T-SHIRT LS   ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_permit.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_permit.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCSA10,29.95
WBSFCPS10,,Simms,3XDRY TROUT POLO,Our 100% cotton pique short sleeve polo is perfect for casual wear.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_trout_polo.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_trout_polo.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPS10,39.95
WBSFCPF10,,Simms,3XDRY SOLARFLEX SHIRT,"100% protection and technical performance in a shirt so comfortable and light, you'll hardly know you're wearing anything.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_solarflex_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_solarflex_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPF10,44.95
WBSFCPC10,,Simms,3XDRY GUIDE KHAKIS     ,Guides love em and so do we.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/GuideKhakis_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/GuideKhakis_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCPC10,59.98
WBSFCMS107,,Simms,3XDRY MICROCHECK SHIRT   ,A stylish design featuring technical fabric for outstanding comfort and performance.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_microcheck_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_microcheck_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCMS107,69.95
WBSFCLT10,,Simms,3XDRY TOURNAMENT SHIRT    ,A 100% cotton fishing shirt designed for masters and aspiring anglers alike.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tournament_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_tournament_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCLT10,39.95
WBSFCKS10,,Simms,3XDRY GUIDE SHIRT      ,"All cotton comfort that sheds water on the outside, wicks moisture from the interior and dries incredibly fast.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_guide_shirt.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_guide_shirt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCKS10,49.95
WBSFCHD108,,Simms,3XDRY SOLAR FLEX HOODY    ,"Designed specifically for hard-core flats guides, this shirt strikes the perfect balance between lightweight high-tech performance and uncompromising sun protection.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/solar_flex_hoddy_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/solar_flex_hoddy_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCHD108,54.95
WBSFCGT10,,Simms,3XDRY STRETCH CREW     ,All of the comfort of your favorite crew neck shirt with 3XDry® technical features.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_stretch_crew_large_orange.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_stretch_crew_large_orange.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCGT10,39.95
WBSFCGS10,,Simms,3XDRY GUIDE SHORT    ,Same fabric and features as our pant in a great-looking short,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_guide_short.jpeg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_guide_short.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCGS10,39.95
WBSFCGD10,,Simms,3XDRY GUIDE PANT    ,These pants have the same fabric and features as our Zip-Off Pant.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/3xdry_guide_pant.jpg,http://www.westbranchangler.com/site/images/items/325x325/3xdry_guide_pant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCGD10,49.95
WBSFCFE10,,Simms,SMALLMOUTH BASS T-SHIRT SS ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Outerwear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_smallmouthbass.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_smallmouthbass.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCFE10,24.95
WBSFCFD10,,Simms,RAINBOW TROUT T-SHIRT SS    ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_rainbow.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_rainbow.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCFD10,24.95
WBSFCFC10,,Simms,LARGEMOUTH BASS T-SHIRT SS    ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_tee_lg_mouth_bass.jpeg,http://www.westbranchangler.com/site/images/items/325x325/simms_tee_lg_mouth_bass.jpeg,http://www.westbranchangler.com/cgi-bin/site/WBSFCFC10,24.95
WBSFCFB10,,Simms,CUTTHROAT T-SHIRT SS,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/tshirt_cutthroat.JPG,http://www.westbranchangler.com/site/images/items/325x325/tshirt_cutthroat.JPG,http://www.westbranchangler.com/cgi-bin/site/WBSFCFB10,24.95
WBSFCFA10,,Simms,BROOK TROUT T-SHIRT SS    ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/currer_brook_zoom.jpg,http://www.westbranchangler.com/site/images/items/325x325/currer_brook_zoom.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCFA10,24.95
WBSFCBS10,,Simms,WADING TRUNK  ,Perfect for wet wading or flats fishing.,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/wading_trunk_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/wading_trunk_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCBS10,29.95
WBSFBWB56,,Simms,WADER BAG      ,"Durable and convenient, this bag carries waders, boots and other gear, wet or dry.",Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/wader_bag_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/wader_bag_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFBWB56,39.95
WBSFBDR,,Simms,DRY CREEK ROLL TOP WATERPROOF BAG ,A durable bag for gear transport and waterproof storage.,Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_rool_top.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_rool_top.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFBDR,29.95
WBSFBDP,,Simms,DRY CREEK TECH POUCH       ,"Waterproof bag provides excellent storage for a cell phone, GPS or other electronic devices.",Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_tech_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_tech_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFBDP,14.95
WBSFBDD,,Simms,"DRY CREEK DUFFEL LARGE, SMALL  ","Made with the highest quality materials, these waterproof bags are available in small, medium or large sizes.",Bags,Luggage,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_duffel_large.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_duffel_large.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFBDD,129.95
WBSFASH,,Simms,WASHED TWILL SB      ,A great-looking cotton Simms ball cap. Black underside stops reflected light.,Clothing,Hats,http://www.westbranchangler.com/site/images/items/120x120/washed_twill_short_bill.jpg,http://www.westbranchangler.com/site/images/items/325x325/washed_twill_short_bill.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFASH,24.95
WBSFCDY109,,Simms,DEYOUNG PHEASANT SS T-SHIRT ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_deyoung_pheasant.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_deyoung_pheasant.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY109,24.95
WBSFCDY209,,Simms,DEYOUNG RAINBOW SIMMS T-SHIRT (SS) ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_deyoung_rainbow_trout.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_deyoung_rainbow_trout.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY209,24.95
WBSFCDY309,,Simms,DEYOUNG BROWN TROUT T-SHIRT (SS) ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_deyoung_brown_trout.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_deyoung_brown_trout.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY309,24.95
WBSFCDY409,,Simms,DEYOUNG 4 IN 1 T-SHIRT (SS) ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/deyoung4in1.jpg,http://www.westbranchangler.com/site/images/items/325x325/deyoung4in1.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY409,24.95
WBSFCDY509,,Simms,DEYOUNG RAINBOW TROUT T-SHIRT (SS) ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/cm-tdy09_dyrainbowwhite_main.jpg,http://www.westbranchangler.com/site/images/items/325x325/cm-tdy09_dyrainbowwhite_main.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY509,24.95
WBSFCDY609,,Simms,DEYOUNG BROOK TROUT T-SHIRT (SS) ,"Derek DeYoung, one of three featured artists in the 2009 Simms T-shirt collection, offers a contemporary style to fish illustrations. The vibrant colors and unique style of his art pop off of the white t-shirt. The perfect addition to any angler's closet. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_deyoung_brook_trout.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_deyoung_brook_trout.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCDY609,24.95
WBSFCFE109,,Simms,CURRIER GOLDEN TROUT T-SHIRT (SS) ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler.",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/simms_currier_golden_trout.jpg,http://www.westbranchangler.com/site/images/items/325x325/simms_currier_golden_trout.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFCFE109,24.95
WBSFCST109,,Simms,STIDHAM CUTTHROAT TROUT T-SHIRT (SS) ,"Simms quality technical t's featuring fish illustrations by Jeff Currier, artist and passionate angler. ",Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST109,24.95
WBSFCST209,,Simms,STIDHAM RAINBOW TROUT T-SHIRT (SS) ,,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST209,24.95
WBSFCST309,,Simms,STIDHAM H&T T-SHIRT (SS) ,,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST309,24.95
WBSFCST409,,Simms,STIDHAM BILLFISH T-SHIRT (LS) ,,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST409,29.95
WBSFCST509,,Simms,STIDHAM TARPON T-SHIRT (LS) ,,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST509,29.95
WBSFCST609,,Simms,STIDHAM STIMULATOR T-SHIRT (SS) ,,Clothing,Sportswear,http://www.westbranchangler.com/site/images/items/120x120/photo_not_available.gif,http://www.westbranchangler.com/site/images/items/325x325/photo_not_available.gif,http://www.westbranchangler.com/cgi-bin/site/WBSFCST609,24.95
WBSFLBB109,,Simms,DRY CREEK BOAT BAG ,"Our super-tough boat bags - offered in 3 sizes - are perfect for storing and protecting fly boxes, fly reels and other fishing gear.",Packs,Gear Bags,http://www.westbranchangler.com/site/images/items/120x120/dry_creek_boat_bag_simms_2009.jpg,http://www.westbranchangler.com/site/images/items/325x325/dry_creek_boat_bag_simms_2009.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFLBB109,119.95
